         128959544 function calls (128371904 primitive calls) in 467.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 exceptions.py:58(ProxyError)
        2    0.000    0.000    0.000    0.000 client.py:151(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1296(_validate_path)
        1    0.000    0.000    0.000    0.000 _cdp_session.py:21(CDPSession)
        1    0.000    0.000    0.000    0.000 input.py:156(KeyUpAction)
        1    0.000    0.000    0.000    0.000 cookiejar.py:841(CookiePolicy)
        2    0.000    0.000    0.000    0.000 _input.py:20(__init__)
        1    0.000    0.000    0.000    0.000 network.py:3966(WebSocketWillSendHandshakeRequest)
        1    0.000    0.000    0.000    0.000 res.py:171(__init__)
        1    0.000    0.000    0.000    0.000 process_mechanism.py:107(_FcntlInterProcessReaderWriterLockMechanism)
        1    0.000    0.000    0.000    0.000 _generated.py:7398(Video)
        1    0.000    0.000    0.000    0.000 sb_cdp.py:23(__init__)
        1    0.000    0.000    0.000    0.000 network.py:4351(SubresourceWebBundleInnerResponseError)
        1    0.000    0.000    0.000    0.000 tabcompleter.py:349(Installer)
        1    0.000    0.000    0.000    0.000 page.py:3634(NavigatedWithinDocument)
        1    0.000    0.000    0.000    0.000 emulation.py:307(SensorReadingXYZ)
        1    0.000    0.000    0.000    0.000 locks.py:345(__init__)
        1    0.000    0.000    0.000    0.000 page.py:3714(CompilationCacheProduced)
        1    0.000    0.000    0.000    0.000 minidom.py:987(ProcessingInstruction)
        1    0.000    0.000    0.000    0.000 page.py:3332(FrameClearedScheduledNavigation)
        3    0.000    0.000    0.000    0.000 _network.py:80(__init__)
        1    0.000    0.000    0.000    0.000 streams.py:6(StreamReader)
        1    0.000    0.000    0.000    0.000 alert.py:23(Alert)
        1    0.000    0.000    0.000    0.000 target.py:670(ReceivedMessageFromTarget)
        1    0.000    0.000    0.000    0.000 page.py:3380(DocumentOpened)
        4    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
        1    0.000    0.000    0.000    0.000 page.py:3344(FrameDetached)
        1    0.000    0.000    0.000    0.000 confidence_mixin.py:8(SecurityConfidenceMixin)
        1    0.000    0.000    0.000    0.000 network.py:3843(WebSocketClosed)
        1    0.000    0.000    0.000    0.000 print_page_options.py:104(_PageOrientationDescriptor)
        1    0.000    0.000    0.000    0.000 request.py:787(ProxyHandler)
        1    0.000    0.000    0.000    0.000 selector_events.py:1214(_SelectorDatagramTransport)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        1    0.000    0.000    0.000    0.000 dom.py:1819(AttributeRemoved)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 process_mechanism.py:56(_FcntlInterProcessMechanism)
        1    0.000    0.000    0.000    0.000 target.py:696(TargetCreated)
        9    0.000    0.000    0.000    0.000 locks.py:361(<genexpr>)
        1    0.000    0.000    0.000    0.000 cp949prober.py:34(CP949Prober)
        1    0.000    0.000    0.000    0.000 driver_finder.py:28(DriverFinder)
        1    0.000    0.000    0.000    0.000 _input.py:19(Keyboard)
        1    0.000    0.000    0.000    0.000 _generated.py:13711(CDPSession)
        1    0.000    0.000    0.000    0.000 network.py:3989(WebTransportCreated)
        1    0.000    0.000    0.000    0.000 ssl.py:185(_TLSAlertType)
        1    0.000    0.000    0.000    0.000 page.py:3674(ScreencastVisibilityChanged)
        1    0.000    0.000    0.000    0.000 dom.py:1835(CharacterDataModified)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 exceptions.py:281(SessionNotCreatedException)
       15    0.000    0.000    0.000    0.000 client_config.py:36(__init__)
        1    0.000    0.000    0.000    0.000 network.py:3924(WebSocketFrameSent)
        2    0.000    0.000    0.000    0.000 ipaddress.py:1275(version)
        3    0.000    0.000    0.000    0.000 typing.py:473(__init__)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 target.py:737(TargetInfoChanged)
        1    0.000    0.000    0.000    0.000 input.py:141(KeyDownAction)
        1    0.000    0.000    0.000    0.000 constants.py:470(Browser)
        1    0.000    0.000    0.000    0.000 network.py:4414(ReportingApiEndpointsChangedForOrigin)
        1    0.000    0.000    0.000    0.000 six.py:169(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 baseline_models.py:12(BaselineRiskConfig)
        1    0.000    0.000    0.000    0.000 network.py:4297(SubresourceWebBundleMetadataError)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        2    0.000    0.000    0.000    0.000 xinput.py:307(__init__)
        1    0.000    0.000    0.000    0.000 shadow_fleet_events_mixin.py:8(ShadowFleetEventsMixin)
        1    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 argparse.py:1684(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 _json_pipe.py:26(JsonPipeTransport)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:952(Reader)
        1    0.000    0.000    0.000    0.000 network.py:131(MonotonicTime)
        1    0.000    0.000    0.000    0.000 page.py:3465(FrameStoppedLoading)
        1    0.000    0.000    0.000    0.000 loader.py:74(__init__)
        1    0.000    0.000    0.000    0.000 storage.py:2009(StorageBucketDeleted)
        1    0.000    0.000    0.000    0.000 storage.py:1999(StorageBucketCreatedOrUpdated)
        1    0.000    0.000    0.000    0.000 exceptions.py:296(NoSuchDriverException)
        6    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 encoder.py:74(JSONEncoder)
        1    0.000    0.000    0.000    0.000 lock.py:23(__init__)
        1    0.000    0.000    0.000    0.000 log.py:35(ConsoleLogEntry)
        1    0.000    0.000    0.000    0.000 dom.py:620(CSSComputedStyleProperty)
        1    0.000    0.000    0.000    0.000 storage.py:165(PartitionKey)
        9    0.000    0.000    0.000    0.000 connection.py:205(target)
        1    0.000    0.000    0.000    0.000 colored_traceback.py:15(Colorizer)
        1    0.000    0.000    0.000    0.000 argparse.py:1299(FileType)
        1    0.000    0.000    0.000    0.000 page.py:3497(JavascriptDialogClosed)
        1    0.000    0.000    0.000    0.000 __init__.py:671(LZMACompressor)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        5    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 storage.py:502(UnsignedInt128AsBase16)
        1    0.000    0.000    0.000    0.000 _api.py:44(__init__)
        1    0.000    0.000    0.000    0.000 messages.py:21(SimpleQueue)
        1    0.000    0.000    0.000    0.000 script_key.py:21(ScriptKey)
        1    0.000    0.000    0.000    0.000 _policybase.py:279(Compat32)
        1    0.000    0.000    0.000    0.000 jpcntx.py:219(EUCJPContextAnalysis)
        1    0.000    0.000    0.000    0.000 structures.py:13(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 dom.py:1938(InlineStyleInvalidated)
        1    0.000    0.000    0.000    0.000 _utils.py:142(__exit__)
        1    0.000    0.000    0.000    0.000 constants.py:200(JQuery)
        1    0.000    0.000    0.000    0.000 minidom.py:1363(Entity)
        1    0.000    0.000    0.000    0.000 __init__.py:4081(Image)
        1    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
        1    0.000    0.000    0.000    0.000 _connection.py:590(StackFrame)
        1    0.000    0.000    0.000    0.000 _transport.py:91(PipeTransport)
        1    0.000    0.000    0.000    0.000 input.py:59(PointerParameters)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 target.py:28(SessionID)
        1    0.000    0.000    0.000    0.000 runtime.py:1840(ExecutionContextsCleared)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        1    0.000    0.000    0.000    0.000 network.py:56(from_json)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runtime.py:801(CallFrame)
        1    0.000    0.000    0.000    0.000 dom_storage.py:165(DomStorageItemAdded)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 page.py:3477(InterstitialHidden)
        1    0.000    0.000    0.000    0.000 rq.py:706(__init__)
        1    0.000    0.000    0.000    0.000 debugger.py:30(CallFrameId)
        1    0.000    0.000    0.000    0.000 runtime.py:1807(ExecutionContextCreated)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:12(Options)
        1    0.000    0.000    0.000    0.000 error.py:40(DisplayConnectionError)
        1    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        1    0.000    0.000    0.000    0.000 target.py:718(TargetCrashed)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 interaction.py:40(Pause)
        1    0.000    0.000    0.000    0.000 parser.py:321(SpecificityAdjustment)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:969(Writer)
        2    0.000    0.000    0.000    0.000 argparse.py:218(__init__)
        1    0.000    0.000    0.000    0.000 dom.py:1925(DocumentUpdated)
        1    0.000    0.000    0.000    0.000 input.py:190(PointerUpAction)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 dom.py:1970(TopLayerElementsUpdated)
        2    0.000    0.000    0.000    0.000 streams.py:151(connection_lost)
        1    0.000    0.000    0.000    0.000 reactor.py:9(Reactor)
        1    0.000    0.000    0.000    0.000 network.py:4401(ReportingApiReportUpdated)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 browsing_context.py:571(HistoryUpdated)
        5    0.000    0.000    0.000    0.000 _connection.py:194(_set_event_to_subscription_mapping)
        1    0.000    0.000    0.000    0.000 ssl_.py:56(_is_has_never_check_common_name_reliable)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 page.py:3622(LoadEventFired)
        1    0.000    0.000    0.000    0.000 _api_structures.py:198(ExpectedTextValue)
        1    0.000    0.000    0.000    0.000 target.py:707(TargetDestroyed)
        1    0.000    0.000    0.000    0.000 dom_snapshot.py:460(RareStringData)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1019(NoExtraItemsType)
        4    0.000    0.000    0.000    0.000 base_events.py:689(stop)
        3    0.000    0.000    0.000    0.000 message.py:511(set_raw)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
        3    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 tabcompleter.py:171(Completer)
        1    0.000    0.000    0.000    0.000 display.py:9(Display)
        2    0.000    0.000    0.000    0.000 __init__.py:1884(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:2497(Place)
        1    0.000    0.000    0.000    0.000 errorhandler.py:142(ErrorHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:3061(Checkbutton)
        1    0.000    0.000    0.000    0.000 input.py:367(FileDialogOpened)
        1    0.000    0.000    0.000    0.000 argparse.py:2511(_get_values)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 browsing_context.py:201(UserPromptOpenedParams)
        1    0.000    0.000    0.000    0.000 _glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dom.py:48(BackendNode)
        1    0.000    0.000    0.000    0.000 xmlbuilder.py:305(DOMBuilderFilter)
        1    0.000    0.000    0.000    0.000 remote_connection.py:22(ChromiumRemoteConnection)
        1    0.000    0.000    0.000    0.000 client.py:344(ClientConnection)
        1    0.000    0.000    0.000    0.000 adapters.py:113(BaseAdapter)
        1    0.000    0.000    0.000    0.000 code.py:164(InteractiveConsole)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        2    0.000    0.000    0.000    0.000 argparse.py:1646(_check_conflict)
        1    0.000    0.000    0.000    0.000 xpath.py:53(XPathExpr)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:34(GB2312Prober)
        1    0.000    0.000    0.000    0.000 minicompat.py:74(EmptyNodeList)
        1    0.000    0.000    0.000    0.000 tempfile.py:571(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 storage.py:526(AttributionReportingFilterDataEntry)
        1    0.000    0.000    0.000    0.000 _api.py:73(FileLockContext)
        1    0.000    0.000    0.000    0.000 endpoints.py:1(BaseUrls)
        3    0.000    0.000    0.000    0.000 __version__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 network.py:78(InterceptionId)
        1    0.000    0.000    0.000    0.000 _utils.py:145(start)
        1    0.000    0.000    0.000    0.000 print_page_options.py:140(__init__)
        1    0.000    0.000    0.000    0.000 chardistribution.py:150(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 models.py:245(CharsetMatches)
        1    0.000    0.000    0.000    0.000 euctwprober.py:34(EUCTWProber)
        1    0.000    0.000    0.000    0.000 browsing_context.py:561(UserPromptClosed)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.getsignal}
        1    0.000    0.000    0.000    0.000 target.py:173(RemoteLocation)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 strategy_models.py:7(AccountConfig)
        1    0.000    0.000    0.000    0.000 browsing_context.py:377(DownloadCompleteParams)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        1    0.000    0.000    0.000    0.000 auth.py:107(HTTPDigestAuth)
        1    0.000    0.000    0.000    0.000 exceptions.py:65(NoSuchElementException)
        1    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 response.py:374(BytesQueueBuffer)
        1    0.000    0.000    0.000    0.000 probe.py:13(__init__)
        1    0.000    0.000    0.000    0.000 config.py:224(user_data_dir)
        1    0.000    0.000    0.000    0.000 minidom.py:1303(DocumentType)
        1    0.000    0.000    0.000    0.000 webextension.py:23(WebExtension)
        1    0.000    0.000    0.000    0.000 exceptions.py:324(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 rq.py:289(Resource)
        1    0.000    0.000    0.000    0.000 NodeFilter.py:4(NodeFilter)
        1    0.000    0.000    0.000    0.000 detect_b_ver.py:11(File)
        1    0.000    0.000    0.000    0.000 runtime.py:787(TimeDelta)
        1    0.000    0.000    0.000    0.000 page.py:3453(FrameStartedLoading)
        1    0.000    0.000    0.000    0.000 browsing_context.py:257(UserPromptClosedParams)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        3    0.000    0.000    0.000    0.000 async_utils.py:3(bridge_callback)
        1    0.000    0.000    0.000    0.000 baseline_models.py:23(BaselineSafetyConfig)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 _contradict.py:14(ContraDict)
        1    0.000    0.000    0.000    0.000 unix_events.py:1030(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 overlay.py:1573(InspectModeCanceled)
        1    0.000    0.000    0.000    0.000 request.py:830(HTTPPasswordMgr)
        1    0.000    0.000    0.000    0.000 constants.py:404(ValidBinaries)
        1    0.000    0.000    0.000    0.000 poolmanager.py:506(ProxyManager)
        2    0.000    0.000    0.000    0.000 _input.py:105(__init__)
        9    0.000    0.000    0.000    0.000 account.py:27(__init__)
        1    0.000    0.000    0.000    0.000 key_actions.py:27(KeyActions)
        1    0.000    0.000    0.000    0.000 base.py:12(Extension)
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
        1    0.000    0.000    0.000    0.000 strategy_models.py:31(SafetyConfig)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1083(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 client.py:1033(close)
        1    0.000    0.000    0.000    0.000 euctwfreq.py:1(<module>)
       10    0.000    0.000    0.000    0.000 request.py:352(data)
        1    0.000    0.000    0.000    0.000 runtime.py:127(UnserializableValue)
        1    0.000    0.000    0.000    0.000 _utils.py:118(StopWatch)
        5    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISFIFO}
        1    0.000    0.000    0.000    0.000 _helper.py:124(ParsedMessagePayload)
        1    0.000    0.000    0.000    0.000 network.py:145(Headers)
        1    0.000    0.000    0.000    0.000 wheel_input.py:50(WheelInput)
        6    0.000    0.000    0.000    0.000 target.py:17(to_json)
        1    0.000    0.000    0.000    0.000 unix_events.py:1349(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.unregister}
        1    0.000    0.000    0.000    0.000 asyncio.py:72(AsyncFileLockMeta)
        1    0.000    0.000    0.000    0.000 unix_events.py:833(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 _api.py:109(FileLockMeta)
        4    0.000    0.000    0.000    0.000 {method 'count' of 'str' objects}
        1    0.000    0.000    0.000    0.000 constants.py:325(Shepherd)
        1    0.000    0.000    0.000    0.000 johabprober.py:34(JOHABProber)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 emulation.py:227(Emulation)
        1    0.000    0.000    0.000    0.000 _context_manager.py:33(__init__)
        1    0.000    0.000    0.000    0.000 permissions.py:40(Permissions)
        1    0.000    0.000    0.000    0.000 browsing_context.py:413(DownloadEndParams)
        9    0.000    0.000    0.000    0.000 proxy.py:57(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:442(EpollSelector)
        2    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISCHR}
        1    0.000    0.000    0.000    0.000 runner.py:164(TextTestRunner)
        1    0.000    0.000    0.000    0.000 __init__.py:1287(_StderrHandler)
        1    0.000    0.000    0.000    0.000 webbrowser.py:140(BaseBrowser)
        2    0.000    0.000    0.000    0.000 ansitowin32.py:131(get_win32_calls)
        1    0.000    0.000    0.000    0.000 wheel_actions.py:23(WheelActions)
        1    0.000    0.000    0.000    0.000 page.py:3487(InterstitialShown)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        2    0.000    0.000    0.000    0.000 emulation.py:941(set_locale_override)
        5    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.FileIO' objects}
        2    0.000    0.000    0.000    0.000 reprlib.py:9(recursive_repr)
        1    0.000    0.000    0.000    0.000 network.py:258(Request)
        1    0.000    0.000    0.000    0.000 rlcompleter.py:41(Completer)
        1    0.000    0.000    0.000    0.000 _api_structures.py:70(Geolocation)
        1    0.000    0.000    0.000    0.000 locks.py:157(Event)
        1    0.000    0.000    0.000    0.000 permessage_deflate.py:298(ClientPerMessageDeflateFactory)
        1    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        6    0.000    0.000    0.000    0.000 contextlib.py:446(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:3499(Radiobutton)
        1    0.000    0.000    0.000    0.000 __init__.py:174(HTTPMethod)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 locks.py:218(Condition)
        1    0.000    0.000    0.000    0.000 dom.py:31(BackendNodeId)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        2    0.000    0.000    0.000    0.000 _input.py:42(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:75(BytesParser)
        1    0.000    0.000    0.000    0.000 request.py:1252(AbstractHTTPHandler)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        1    0.000    0.000    0.000    0.000 print_page_options.py:52(_PageSettingsDescriptor)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        1    0.000    0.000    0.000    0.000 asyncio.py:54(AsyncAcquireReturnProxy)
        1    0.000    0.000    0.000    0.000 _collections.py:156(HTTPHeaderDictItemView)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:788(Protocol)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        4    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        1    0.000    0.000    0.000    0.000 display.py:47(bytesview)
        1    0.000    0.000    0.000    0.000 exceptions.py:31(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:663(_ProtocolMeta)
        2    0.000    0.000    0.000    0.000 argparse.py:601(_metavar_formatter)
        1    0.000    0.000    0.000    0.000 browser.py:29(WindowID)
        1    0.000    0.000    0.000    0.000 chardistribution.py:201(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 __init__.py:3571(Scrollbar)
        1    0.000    0.000    0.000    0.000 request.py:904(HTTPPasswordMgrWithPriorAuth)
        1    0.000    0.000    0.000    0.000 __init__.py:2603(BaseWidget)
        1    0.000    0.000    0.000    0.000 parse.py:355(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parser.py:460(CombinedSelector)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1675(TypeVar)
        4    0.000    0.000    0.000    0.000 request.py:356(data)
        1    0.000    0.000    0.000    0.000 __init__.py:48(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        1    0.000    0.000    0.000    0.000 shadow_fleet_recording_mixin.py:7(ShadowFleetRecordingMixin)
        1    0.000    0.000    0.000    0.000 options.py:29(_IeOptionsDescriptor)
        1    0.000    0.000    0.000    0.000 streams.py:116(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 webbrowser.py:206(UnixBrowser)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 baseline_models.py:35(BaselineBuyRulesConfig)
        2    0.000    0.000    0.000    0.000 uri.py:42(resource_name)
        1    0.000    0.000    0.000    0.000 account.py:26(_AccountDescriptor)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 rq.py:876(__init__)
        1    0.000    0.000    0.000    0.000 models.py:230(Request)
        1    0.000    0.000    0.000    0.000 difflib.py:724(Differ)
        1    0.000    0.000    0.000    0.000 connection.py:136(EventTransaction)
        1    0.000    0.000    0.000    0.000 _unix.py:37(UnixFileLock)
        1    0.000    0.000    0.000    0.000 _context_manager.py:32(PlaywrightContextManager)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 exceptions.py:142(NewConnectionError)
        3    0.000    0.000    0.000    0.000 threading.py:1629(main_thread)
        4    0.000    0.000    0.000    0.000 {method 'remove_done_callback' of '_asyncio.Future' objects}
        1    0.000    0.000    0.000    0.000 element.py:1188(Position)
        1    0.000    0.000    0.000    0.000 _helper.py:133(Document)
        1    0.000    0.000    0.000    0.000 display.py:64(_BaseDisplay)
        1    0.000    0.000    0.000    0.000 _connection.py:220(ProtocolCallback)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:43(MBCSGroupProber)
        3    0.000    0.000    0.000    0.000 __init__.py:510(CFunctionType)
        5    0.000    0.000    0.000    0.000 base_subprocess.py:263(connection_made)
        1    0.000    0.000    0.000    0.000 __init__.py:286(LogRecord)
        3    0.000    0.000    0.000    0.000 unix_events.py:499(is_reading)
        1    0.000    0.000    0.000    0.000 socks.py:75(_TYPE_SOCKS_OPTIONS)
        2    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 chardistribution.py:221(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:175(<lambda>)
        5    0.000    0.000    0.000    0.000 typing.py:445(__init_subclass__)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 asyncio.py:36(AsyncFileLockContext)
        1    0.000    0.000    0.000    0.000 _page.py:366(context)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1024(__new__)
        1    0.000    0.000    0.000    0.000 parser.py:65(Selector)
        1    0.000    0.000    0.000    0.000 calendar.py:195(__init__)
        1    0.000    0.000    0.000    0.000 baseline_models.py:7(BaselineAccountConfig)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3847(Doc)
        1    0.000    0.000    0.000    0.000 fontable.py:40(GC)
        1    0.000    0.000    0.000    0.000 xpath.py:802(HTMLTranslator)
        1    0.000    0.000    0.000    0.000 chardistribution.py:183(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        8    0.000    0.000    0.000    0.000 six.py:80(_add_doc)
        1    0.000    0.000    0.000    0.000 __init__.py:82(InitializedState)
        1    0.000    0.000    0.000    0.000 structures.py:83(LookupDict)
        1    0.000    0.000    0.000    0.000 request.py:1589(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 _helper.py:290(launch_timeout)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 __init__.py:4227(BitmapImage)
        1    0.000    0.000    0.000    0.000 response.py:131(GzipDecoder)
        1    0.000    0.000    0.000    0.000 async_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:614(_TemporaryFileWrapper)
        3    0.000    0.000    0.000    0.000 dataclasses.py:604(<genexpr>)
        1    0.000    0.000    0.000    0.000 _dispatcher.py:87(SSLDispatcher)
        1    0.000    0.000    0.000    0.000 readers.py:129(NamespaceReader)
        6    0.000    0.000    0.000    0.000 signal.py:50(_wraps)
        1    0.000    0.000    0.000    0.000 strategy_models.py:43(BuyRulesConfig)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 _page.py:1530(BindingCall)
        1    0.000    0.000    0.000    0.000 argparse.py:2263(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 interceptors.py:23(make_pulse_handler)
        1    0.000    0.000    0.000    0.000 abc.py:80(ResourceLoader)
        1    0.000    0.000    0.000    0.000 socks.py:84(SOCKSConnection)
        1    0.000    0.000    0.000    0.000 xauth.py:34(Xauthority)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(PoolError)
        1    0.000    0.000    0.000    0.000 pickle.py:257(_Unframer)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 __init__.py:616(Context)
        2    0.000    0.000    0.000    0.000 client.py:964(set_debuglevel)
        1    0.000    0.000    0.000    0.000 unix_events.py:977(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 request.py:1475(FileHandler)
        7    0.000    0.000    0.000    0.000 proxy.py:24(make)
        1    0.000    0.000    0.000    0.000 session.py:100(Session)
        1    0.000    0.000    0.000    0.000 input.py:26(PointerType)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 argparse.py:1015(__call__)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _utils.py:88(Retry)
        1    0.000    0.000    0.000    0.000 browsing_context.py:433(ContextCreated)
        2    0.000    0.000    0.000    0.000 {built-in method sys.is_finalizing}
        1    0.000    0.000    0.000    0.000 fontable.py:27(Fontable)
        1    0.000    0.000    0.000    0.000 _api_structures.py:128(ResourceTiming)
